name,price,images
机械工业：Python学习手册（原书第5版）,170.82,
人邮官方   Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,29.85,
正版 自学Python——编程基础、科学计算及数据分析李金Python初学者自学Pyth,66.60,
正版 11招玩转网络安全 用python更安全 胡松涛 Python网络教科书籍pyth,58.80,
正版 Python3.6编程实践指南 计算机科学入门 原书第3版 保罗 格里斯 计算机科,58.80,
正版 Python趣味编程入门 迈克 桑德斯 Python编程入门书籍计算机趣味编程书籍,42.70,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
Python金融衍生品大数据分析（德）Yves Hilpisch（伊夫·希尔皮斯科）,84.15,
Python3面向对象编程(2版),84.15,
零起点Python大数据与量化交易何海群 著,84.15,
Python网络爬虫实战(第2版)胡松涛,67.94,
Python机器学习实践指南,57.96,
PYTHON编程无师自通 专业程序员的养成,49.56,
Python数据科学入门,41.16,
Python爬虫开发与项目实战  9787111563877 机械工业出版社,57.67,
【正版】 基于Python的Google App Engine编程 97875198068,57.20,
【正版】Python自然语言处理 9787111606703 印度] 雅兰·萨纳卡(Jal,47.40,
Python文本分析 [印度] 迪潘简·撒卡尔 机械工业出版社,64.40,
Python机器学习,62.40,
Python程序设计,62.40,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
21天学通Python（第2版）,40.60,
【闪电发货】PYTHON3网络爬虫开发实战  崔庆才 编程语言正版书籍文学散文经管励志图书,77.73,
Python机器学习入门英文版影印版安德烈亚斯·穆勒东南大学出版9787564169060,71.50,
【闪电发货】Python可以这样学  董付国 著 编程语言正版书籍文学散文经管励志图书小说,55.85,
【套装2本】 Python编程从入门到实践 Java编程思想第4版 Python程序设计 pytho,219.10,
【套装3本】Python3网络爬虫开发实战 用Python写网络爬虫 第2版 精通Python爬虫框,207.20,
Python编程快速上手+Java编程思想（第4版）全2册 网络爬虫书籍计算机 视频编程从入门到精通,190.70,
【套装2本】 Python编程从入门到实践 Python编程从零基础到项目实战 python基础教程,156.80,
正版 Python编程无师自通——程序员的养成+Python核心编程 第3版 计算机与互联网 编,144.20,
Python网络爬虫从入门到实践+Python 3网络爬虫开发实战（全2册）数据抓取指南 Pytho,142.20,
图解数据结构:使用PYTHON 吴灿铭 编程语言 清华大学出版社 9787302495321 全新正,95.40,
正版 Python深度学习 基于TensorFlow Python和TensorFlow的基石Num,81.90,
正版现货 Python科学计算佳实践 SciPy指南 Python算法库和数学工具包SciPy n,69.70,
Python数据分析 (印尼)伊德里斯(Ivan Idris) 著；韩波 译 数据库科技 人民邮,56.10,
正版现货 Python编程无师自通程序员的养成 宋秉金Python3网络爬虫项目编程python,54.30,
Keras快速上手：基于Python的深度学习实战 9787121318726,51.40,
Python金融衍生品大数据分析（德）Yves Hilpisch（伊夫·希尔皮斯科）,84.15,
Python3面向对象编程(2版),84.15,
零起点Python大数据与量化交易何海群 著,84.15,
Python网络爬虫实战(第2版)胡松涛,67.94,
Python机器学习实践指南,57.96,
PYTHON编程无师自通 专业程序员的养成,49.56,
Python数据科学入门,41.16,
Python爬虫开发与项目实战  9787111563877 机械工业出版社,57.67,
【正版】 基于Python的Google App Engine编程 97875198068,57.20,
【正版】Python自然语言处理 9787111606703 印度] 雅兰·萨纳卡(Jal,47.40,
Python文本分析 [印度] 迪潘简·撒卡尔 机械工业出版社,64.40,
Python机器学习,62.40,
Python程序设计,62.40,
21天学通Python（第2版）,40.60,
【闪电发货】PYTHON3网络爬虫开发实战  崔庆才 编程语言正版书籍文学散文经管励志图书,77.73,
PYTHON经典实例,112.59,
Python机器学习 第2版(影印版),85.02,
"Python核心编程（第3版,英文版）",76.20,
Python数据科学指南,61.60,
PYTHON金融数据分析,57.27,
疯狂PYTHON讲义李刚,100.30,
Python科学计算(2版)张若愚 著,101.48,
Python 3爬虫 数据清洗与可视化实战,39.80,
集成电路静态时序分析与建模+Python编程快速上手 让繁琐工作自动化,107.00,
机械工业：Python学习手册（原书第5版）,170.82,
人邮官方   Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,29.85,
正版 自学Python——编程基础、科学计算及数据分析李金Python初学者自学Pyth,66.60,
正版 11招玩转网络安全 用python更安全 胡松涛 Python网络教科书籍pyth,58.80,
正版 Python3.6编程实践指南 计算机科学入门 原书第3版 保罗 格里斯 计算机科,58.80,
正版 Python趣味编程入门 迈克 桑德斯 Python编程入门书籍计算机趣味编程书籍,42.70,
Python机器学习入门英文版影印版安德烈亚斯·穆勒东南大学出版9787564169060,71.50,
【闪电发货】Python可以这样学  董付国 著 编程语言正版书籍文学散文经管励志图书小说,55.85,
【套装2本】 Python编程从入门到实践 Java编程思想第4版 Python程序设计 pytho,219.10,
【套装3本】Python3网络爬虫开发实战 用Python写网络爬虫 第2版 精通Python爬虫框,207.20,
Python编程快速上手+Java编程思想（第4版）全2册 网络爬虫书籍计算机 视频编程从入门到精通,190.70,
【套装2本】 Python编程从入门到实践 Python编程从零基础到项目实战 python基础教程,156.80,
正版 Python编程无师自通——程序员的养成+Python核心编程 第3版 计算机与互联网 编,144.20,
Python网络爬虫从入门到实践+Python 3网络爬虫开发实战（全2册）数据抓取指南 Pytho,142.20,
图解数据结构:使用PYTHON 吴灿铭 编程语言 清华大学出版社 9787302495321 全新正,95.40,
正版 Python深度学习 基于TensorFlow Python和TensorFlow的基石Num,81.90,
正版现货 Python科学计算佳实践 SciPy指南 Python算法库和数学工具包SciPy n,69.70,
Python数据分析 (印尼)伊德里斯(Ivan Idris) 著；韩波 译 数据库科技 人民邮,56.10,
正版现货 Python编程无师自通程序员的养成 宋秉金Python3网络爬虫项目编程python,54.30,
Keras快速上手：基于Python的深度学习实战 9787121318726,51.40,
PYTHON经典实例,112.59,
Python机器学习 第2版(影印版),85.02,
"Python核心编程（第3版,英文版）",76.20,
Python数据科学指南,61.60,
PYTHON金融数据分析,57.27,
疯狂PYTHON讲义李刚,100.30,
Python科学计算(2版)张若愚 著,101.48,
Python 3爬虫 数据清洗与可视化实战,39.80,
集成电路静态时序分析与建模+Python编程快速上手 让繁琐工作自动化,107.00,
机械工业：Python学习手册（原书第5版）,170.82,
人邮官方   Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,29.85,
正版 自学Python——编程基础、科学计算及数据分析李金Python初学者自学Pyth,66.60,
正版 11招玩转网络安全 用python更安全 胡松涛 Python网络教科书籍pyth,58.80,
正版 Python3.6编程实践指南 计算机科学入门 原书第3版 保罗 格里斯 计算机科,58.80,
正版 Python趣味编程入门 迈克 桑德斯 Python编程入门书籍计算机趣味编程书籍,42.70,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
Python金融衍生品大数据分析（德）Yves Hilpisch（伊夫·希尔皮斯科）,84.15,
Python3面向对象编程(2版),84.15,
零起点Python大数据与量化交易何海群 著,84.15,
Python网络爬虫实战(第2版)胡松涛,67.94,
Python机器学习实践指南,57.96,
PYTHON编程无师自通 专业程序员的养成,49.56,
Python数据科学入门,41.16,
Python爬虫开发与项目实战  9787111563877 机械工业出版社,57.67,
【正版】 基于Python的Google App Engine编程 97875198068,57.20,
【正版】Python自然语言处理 9787111606703 印度] 雅兰·萨纳卡(Jal,47.40,
Python文本分析 [印度] 迪潘简·撒卡尔 机械工业出版社,64.40,
Python机器学习,62.40,
Python程序设计,62.40,
21天学通Python（第2版）,40.60,
【闪电发货】PYTHON3网络爬虫开发实战  崔庆才 编程语言正版书籍文学散文经管励志图书,77.73,
Python机器学习入门英文版影印版安德烈亚斯·穆勒东南大学出版9787564169060,71.50,
【闪电发货】Python可以这样学  董付国 著 编程语言正版书籍文学散文经管励志图书小说,55.85,
【套装2本】 Python编程从入门到实践 Java编程思想第4版 Python程序设计 pytho,219.10,
【套装3本】Python3网络爬虫开发实战 用Python写网络爬虫 第2版 精通Python爬虫框,207.20,
Python编程快速上手+Java编程思想（第4版）全2册 网络爬虫书籍计算机 视频编程从入门到精通,190.70,
【套装2本】 Python编程从入门到实践 Python编程从零基础到项目实战 python基础教程,156.80,
正版 Python编程无师自通——程序员的养成+Python核心编程 第3版 计算机与互联网 编,144.20,
Python网络爬虫从入门到实践+Python 3网络爬虫开发实战（全2册）数据抓取指南 Pytho,142.20,
图解数据结构:使用PYTHON 吴灿铭 编程语言 清华大学出版社 9787302495321 全新正,95.40,
正版 Python深度学习 基于TensorFlow Python和TensorFlow的基石Num,81.90,
正版现货 Python科学计算佳实践 SciPy指南 Python算法库和数学工具包SciPy n,69.70,
Python数据分析 (印尼)伊德里斯(Ivan Idris) 著；韩波 译 数据库科技 人民邮,56.10,
正版现货 Python编程无师自通程序员的养成 宋秉金Python3网络爬虫项目编程python,54.30,
Keras快速上手：基于Python的深度学习实战 9787121318726,51.40,
PYTHON经典实例,112.59,
Python机器学习 第2版(影印版),85.02,
"Python核心编程（第3版,英文版）",76.20,
Python数据科学指南,61.60,
PYTHON金融数据分析,57.27,
疯狂PYTHON讲义李刚,100.30,
Python科学计算(2版)张若愚 著,101.48,
Python 3爬虫 数据清洗与可视化实战,39.80,
集成电路静态时序分析与建模+Python编程快速上手 让繁琐工作自动化,107.00,
机械工业：Python学习手册（原书第5版）,170.82,
人邮官方   Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,29.85,
正版 自学Python——编程基础、科学计算及数据分析李金Python初学者自学Pyth,66.60,
正版 11招玩转网络安全 用python更安全 胡松涛 Python网络教科书籍pyth,58.80,
正版 Python3.6编程实践指南 计算机科学入门 原书第3版 保罗 格里斯 计算机科,58.80,
正版 Python趣味编程入门 迈克 桑德斯 Python编程入门书籍计算机趣味编程书籍,42.70,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
Python金融衍生品大数据分析（德）Yves Hilpisch（伊夫·希尔皮斯科）,84.15,
Python3面向对象编程(2版),84.15,
零起点Python大数据与量化交易何海群 著,84.15,
Python网络爬虫实战(第2版)胡松涛,67.94,
Python机器学习实践指南,57.96,
PYTHON编程无师自通 专业程序员的养成,49.56,
Python数据科学入门,41.16,
Python爬虫开发与项目实战  9787111563877 机械工业出版社,57.67,
【正版】 基于Python的Google App Engine编程 97875198068,57.20,
【正版】Python自然语言处理 9787111606703 印度] 雅兰·萨纳卡(Jal,47.40,
Python文本分析 [印度] 迪潘简·撒卡尔 机械工业出版社,64.40,
Python机器学习,62.40,
Python程序设计,62.40,
21天学通Python（第2版）,40.60,
【闪电发货】PYTHON3网络爬虫开发实战  崔庆才 编程语言正版书籍文学散文经管励志图书,77.73,
Python机器学习入门英文版影印版安德烈亚斯·穆勒东南大学出版9787564169060,71.50,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
【闪电发货】Python可以这样学  董付国 著 编程语言正版书籍文学散文经管励志图书小说,55.85,
【套装2本】 Python编程从入门到实践 Java编程思想第4版 Python程序设计 pytho,219.10,
【套装3本】Python3网络爬虫开发实战 用Python写网络爬虫 第2版 精通Python爬虫框,207.20,
Python编程快速上手+Java编程思想（第4版）全2册 网络爬虫书籍计算机 视频编程从入门到精通,190.70,
【套装2本】 Python编程从入门到实践 Python编程从零基础到项目实战 python基础教程,156.80,
正版 Python编程无师自通——程序员的养成+Python核心编程 第3版 计算机与互联网 编,144.20,
Python网络爬虫从入门到实践+Python 3网络爬虫开发实战（全2册）数据抓取指南 Pytho,142.20,
图解数据结构:使用PYTHON 吴灿铭 编程语言 清华大学出版社 9787302495321 全新正,95.40,
正版 Python深度学习 基于TensorFlow Python和TensorFlow的基石Num,81.90,
正版现货 Python科学计算佳实践 SciPy指南 Python算法库和数学工具包SciPy n,69.70,
Python数据分析 (印尼)伊德里斯(Ivan Idris) 著；韩波 译 数据库科技 人民邮,56.10,
正版现货 Python编程无师自通程序员的养成 宋秉金Python3网络爬虫项目编程python,54.30,
Keras快速上手：基于Python的深度学习实战 9787121318726,51.40,
人工智能基础教程Python篇 青少版 python人工智能 书籍 青少年自学人工智能基础,34.00,
Python基础教程 第3版+Python3.5从零开始学 全2册 编程新手入门  软件工具 pyt,118.50,
Python 3面向对象编程指南 第2版（加）达斯帝菲利普斯 Python编程零基础从入门到实践教程,77.20,
Python金融衍生品大数据分析（德）Yves Hilpisch（伊夫·希尔皮斯科）,84.15,
Python3面向对象编程(2版),84.15,
零起点Python大数据与量化交易何海群 著,84.15,
Python网络爬虫实战(第2版)胡松涛,67.94,
Python机器学习实践指南,57.96,
PYTHON编程无师自通 专业程序员的养成,49.56,
Python数据科学入门,41.16,
Python爬虫开发与项目实战  9787111563877 机械工业出版社,57.67,
【正版】 基于Python的Google App Engine编程 97875198068,57.20,
【正版】Python自然语言处理 9787111606703 印度] 雅兰·萨纳卡(Jal,47.40,
Python文本分析 [印度] 迪潘简·撒卡尔 机械工业出版社,64.40,
Python机器学习,62.40,
Python程序设计,62.40,
21天学通Python（第2版）,40.60,
【闪电发货】PYTHON3网络爬虫开发实战  崔庆才 编程语言正版书籍文学散文经管励志图书,77.73,
Python机器学习入门英文版影印版安德烈亚斯·穆勒东南大学出版9787564169060,71.50,
Python语言及其应用python语言程序设计Python程序设计教程Python书籍python,58.40,
数据结构 Python语言描述 国外高等院校信息科学与技术教材 计算机教材 Kenneth A. L,51.00,
Python与机器学习实战决策树 集成学习 支持向量机与神经网络算法详解及编程实现 机器学习算法教程,48.80,
Python 3标准库  9787111608950 机械工业出版社,129.40,
Python自然语言处理实战：核心技术与算法  9787111597674 机械工业出版社,46.90,
Python自动化运维：技术与佳实践  9787111483069 机械工业出版社,44.90,
Python贝叶斯分析 9787115476173 人民邮电出版社,42.80,
Effective Python:编写高质量Python代码的59个有效方法  97871,40.10,
Python 3程序开发指南(第2版)(修订版),53.10,
【闪电发货】Python金融大数据分析  (德)伊夫·希尔皮斯科(Yves Hilpsch,79.72,
【闪电发货】零基础学Python  张志强 等 编著 编程语言WX正版书籍文学散文经管励志,65.60,
【闪电发货】Python数据科学入门  (美)约翰·保罗·穆勒(John Paul Mue,56.16,
【闪电发货】Python数据分析基础教程  (印尼)伊德里斯 数据库WX正版书籍文学散文经,45.46,
物联网Python开发实战  安翔,43.50,
Python物理建模初学者指南  [美]Jesse M.Kinder [美] Philip,37.20,
HEAD FIRST 编程之旅(PYTHON语言描述),83.20,
PYTHON 3.7从零开始学,62.40,
机器学习实战（python基础教程指南）+机器学习（机器学习套装共两册）[美]哈林顿,133.60,
【闪电发货】Python可以这样学  董付国 著 编程语言正版书籍文学散文经管励志图书小说,55.85,
【套装2本】 Python编程从入门到实践 Java编程思想第4版 Python程序设计 pytho,219.10,
【套装3本】Python3网络爬虫开发实战 用Python写网络爬虫 第2版 精通Python爬虫框,207.20,
Python编程快速上手+Java编程思想（第4版）全2册 网络爬虫书籍计算机 视频编程从入门到精通,190.70,
【套装2本】 Python编程从入门到实践 Python编程从零基础到项目实战 python基础教程,156.80,
正版 Python编程无师自通——程序员的养成+Python核心编程 第3版 计算机与互联网 编,144.20,
Python网络爬虫从入门到实践+Python 3网络爬虫开发实战（全2册）数据抓取指南 Pytho,142.20,
图解数据结构:使用PYTHON 吴灿铭 编程语言 清华大学出版社 9787302495321 全新正,95.40,
正版 Python深度学习 基于TensorFlow Python和TensorFlow的基石Num,81.90,
正版现货 Python科学计算佳实践 SciPy指南 Python算法库和数学工具包SciPy n,69.70,
Python数据分析 (印尼)伊德里斯(Ivan Idris) 著；韩波 译 数据库科技 人民邮,56.10,
正版现货 Python编程无师自通程序员的养成 宋秉金Python3网络爬虫项目编程python,54.30,
Keras快速上手：基于Python的深度学习实战 9787121318726,51.40,
PYTHON经典实例,112.59,
Python机器学习 第2版(影印版),85.02,
"Python核心编程（第3版,英文版）",76.20,
Python数据科学指南,61.60,
PYTHON金融数据分析,57.27,
疯狂PYTHON讲义李刚,100.30,
"Python Cookbook(中文版,3版)",90.72,
Python数据科学手册(影印版),87.48,
Python语言程序设计(美)梁勇(Y.Daniel Liang) 著;李娜 译,67.94,
从零开始学Python程序设计吴惠茹 等 编著,67.94,
跟老齐学Python齐伟 编著,67.15,
深入浅出Python机器学习段小 著,59.34,
"Python计算与编程实践:多媒体方法(原书第2版)(美)古兹迪阿尔,(美)埃里克森",59.34,
从零开始学PYTHON数据分析(视频教学版)罗攀,59.34,
PYTHON神经网络编程,57.90,
Python科学计算(2版)张若愚 著,101.48,
Python 3爬虫 数据清洗与可视化实战,39.80,
集成电路静态时序分析与建模+Python编程快速上手 让繁琐工作自动化,107.00,
机械工业：Python学习手册（原书第5版）,170.82,
人邮官方   Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,29.85,
正版 自学Python——编程基础、科学计算及数据分析李金Python初学者自学Pyth,66.60,
正版 11招玩转网络安全 用python更安全 胡松涛 Python网络教科书籍pyth,58.80,
正版 Python3.6编程实践指南 计算机科学入门 原书第3版 保罗 格里斯 计算机科,58.80,
正版 Python趣味编程入门 迈克 桑德斯 Python编程入门书籍计算机趣味编程书籍,42.70,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
Python金融衍生品大数据分析（德）Yves Hilpisch（伊夫·希尔皮斯科）,84.15,
Python3面向对象编程(2版),84.15,
零起点Python大数据与量化交易何海群 著,84.15,
Python网络爬虫实战(第2版)胡松涛,67.94,
Python机器学习实践指南,57.96,
PYTHON编程无师自通 专业程序员的养成,49.56,
Python数据科学入门,41.16,
Python爬虫开发与项目实战  9787111563877 机械工业出版社,57.67,
【正版】 基于Python的Google App Engine编程 97875198068,57.20,
【正版】Python自然语言处理 9787111606703 印度] 雅兰·萨纳卡(Jal,47.40,
Python文本分析 [印度] 迪潘简·撒卡尔 机械工业出版社,64.40,
Python机器学习,62.40,
Python程序设计,62.40,
21天学通Python（第2版）,40.60,
【闪电发货】PYTHON3网络爬虫开发实战  崔庆才 编程语言正版书籍文学散文经管励志图书,77.73,
Python机器学习入门英文版影印版安德烈亚斯·穆勒东南大学出版9787564169060,71.50,
【闪电发货】Python可以这样学  董付国 著 编程语言正版书籍文学散文经管励志图书小说,55.85,
【套装2本】 Python编程从入门到实践 Java编程思想第4版 Python程序设计 pytho,219.10,
【套装3本】Python3网络爬虫开发实战 用Python写网络爬虫 第2版 精通Python爬虫框,207.20,
Python编程快速上手+Java编程思想（第4版）全2册 网络爬虫书籍计算机 视频编程从入门到精通,190.70,
【套装2本】 Python编程从入门到实践 Python编程从零基础到项目实战 python基础教程,156.80,
正版 Python编程无师自通——程序员的养成+Python核心编程 第3版 计算机与互联网 编,144.20,
Python网络爬虫从入门到实践+Python 3网络爬虫开发实战（全2册）数据抓取指南 Pytho,142.20,
图解数据结构:使用PYTHON 吴灿铭 编程语言 清华大学出版社 9787302495321 全新正,95.40,
正版 Python深度学习 基于TensorFlow Python和TensorFlow的基石Num,81.90,
正版现货 Python科学计算佳实践 SciPy指南 Python算法库和数学工具包SciPy n,69.70,
Python数据分析 (印尼)伊德里斯(Ivan Idris) 著；韩波 译 数据库科技 人民邮,56.10,
正版现货 Python编程无师自通程序员的养成 宋秉金Python3网络爬虫项目编程python,54.30,
Keras快速上手：基于Python的深度学习实战 9787121318726,51.40,
PYTHON经典实例,112.59,
Python机器学习 第2版(影印版),85.02,
"Python核心编程（第3版,英文版）",76.20,
Python数据科学指南,61.60,
PYTHON金融数据分析,57.27,
疯狂PYTHON讲义李刚,100.30,
Python科学计算(2版)张若愚 著,101.48,
Python 3爬虫 数据清洗与可视化实战,39.80,
集成电路静态时序分析与建模+Python编程快速上手 让繁琐工作自动化,107.00,
机械工业：Python学习手册（原书第5版）,170.82,
人邮官方   Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,29.85,
正版 自学Python——编程基础、科学计算及数据分析李金Python初学者自学Pyth,66.60,
正版 11招玩转网络安全 用python更安全 胡松涛 Python网络教科书籍pyth,58.80,
正版 Python3.6编程实践指南 计算机科学入门 原书第3版 保罗 格里斯 计算机科,58.80,
正版 Python趣味编程入门 迈克 桑德斯 Python编程入门书籍计算机趣味编程书籍,42.70,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
Python金融衍生品大数据分析（德）Yves Hilpisch（伊夫·希尔皮斯科）,84.15,
Python3面向对象编程(2版),84.15,
零起点Python大数据与量化交易何海群 著,84.15,
Python网络爬虫实战(第2版)胡松涛,67.94,
Python机器学习实践指南,57.96,
PYTHON编程无师自通 专业程序员的养成,49.56,
Python数据科学入门,41.16,
Python爬虫开发与项目实战  9787111563877 机械工业出版社,57.67,
【正版】 基于Python的Google App Engine编程 97875198068,57.20,
【正版】Python自然语言处理 9787111606703 印度] 雅兰·萨纳卡(Jal,47.40,
Python文本分析 [印度] 迪潘简·撒卡尔 机械工业出版社,64.40,
Python机器学习,62.40,
Python程序设计,62.40,
21天学通Python（第2版）,40.60,
【闪电发货】PYTHON3网络爬虫开发实战  崔庆才 编程语言正版书籍文学散文经管励志图书,77.73,
Python机器学习入门英文版影印版安德烈亚斯·穆勒东南大学出版9787564169060,71.50,
【闪电发货】Python可以这样学  董付国 著 编程语言正版书籍文学散文经管励志图书小说,55.85,
【套装2本】 Python编程从入门到实践 Java编程思想第4版 Python程序设计 pytho,219.10,
【套装3本】Python3网络爬虫开发实战 用Python写网络爬虫 第2版 精通Python爬虫框,207.20,
Python编程快速上手+Java编程思想（第4版）全2册 网络爬虫书籍计算机 视频编程从入门到精通,190.70,
【套装2本】 Python编程从入门到实践 Python编程从零基础到项目实战 python基础教程,156.80,
正版 Python编程无师自通——程序员的养成+Python核心编程 第3版 计算机与互联网 编,144.20,
Python网络爬虫从入门到实践+Python 3网络爬虫开发实战（全2册）数据抓取指南 Pytho,142.20,
图解数据结构:使用PYTHON 吴灿铭 编程语言 清华大学出版社 9787302495321 全新正,95.40,
正版 Python深度学习 基于TensorFlow Python和TensorFlow的基石Num,81.90,
正版现货 Python科学计算佳实践 SciPy指南 Python算法库和数学工具包SciPy n,69.70,
Python数据分析 (印尼)伊德里斯(Ivan Idris) 著；韩波 译 数据库科技 人民邮,56.10,
正版现货 Python编程无师自通程序员的养成 宋秉金Python3网络爬虫项目编程python,54.30,
Keras快速上手：基于Python的深度学习实战 9787121318726,51.40,
PYTHON经典实例,112.59,
Python机器学习 第2版(影印版),85.02,
"Python核心编程（第3版,英文版）",76.20,
Python数据科学指南,61.60,
PYTHON金融数据分析,57.27,
疯狂PYTHON讲义李刚,100.30,
Python科学计算(2版)张若愚 著,101.48,
Python 3爬虫 数据清洗与可视化实战,39.80,
集成电路静态时序分析与建模+Python编程快速上手 让繁琐工作自动化,107.00,
机械工业：Python学习手册（原书第5版）,170.82,
人邮官方   Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,29.85,
正版 自学Python——编程基础、科学计算及数据分析李金Python初学者自学Pyth,66.60,
正版 11招玩转网络安全 用python更安全 胡松涛 Python网络教科书籍pyth,58.80,
正版 Python3.6编程实践指南 计算机科学入门 原书第3版 保罗 格里斯 计算机科,58.80,
正版 Python趣味编程入门 迈克 桑德斯 Python编程入门书籍计算机趣味编程书籍,42.70,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
Python金融衍生品大数据分析（德）Yves Hilpisch（伊夫·希尔皮斯科）,84.15,
Python3面向对象编程(2版),84.15,
零起点Python大数据与量化交易何海群 著,84.15,
Python网络爬虫实战(第2版)胡松涛,67.94,
Python机器学习实践指南,57.96,
PYTHON编程无师自通 专业程序员的养成,49.56,
Python数据科学入门,41.16,
Python爬虫开发与项目实战  9787111563877 机械工业出版社,57.67,
【正版】 基于Python的Google App Engine编程 97875198068,57.20,
【正版】Python自然语言处理 9787111606703 印度] 雅兰·萨纳卡(Jal,47.40,
Python文本分析 [印度] 迪潘简·撒卡尔 机械工业出版社,64.40,
Python机器学习,62.40,
Python程序设计,62.40,
21天学通Python（第2版）,40.60,
【闪电发货】PYTHON3网络爬虫开发实战  崔庆才 编程语言正版书籍文学散文经管励志图书,77.73,
Python机器学习入门英文版影印版安德烈亚斯·穆勒东南大学出版9787564169060,71.50,
【闪电发货】Python可以这样学  董付国 著 编程语言正版书籍文学散文经管励志图书小说,55.85,
【套装2本】 Python编程从入门到实践 Java编程思想第4版 Python程序设计 pytho,219.10,
【套装3本】Python3网络爬虫开发实战 用Python写网络爬虫 第2版 精通Python爬虫框,207.20,
Python编程快速上手+Java编程思想（第4版）全2册 网络爬虫书籍计算机 视频编程从入门到精通,190.70,
【套装2本】 Python编程从入门到实践 Python编程从零基础到项目实战 python基础教程,156.80,
正版 Python编程无师自通——程序员的养成+Python核心编程 第3版 计算机与互联网 编,144.20,
Python网络爬虫从入门到实践+Python 3网络爬虫开发实战（全2册）数据抓取指南 Pytho,142.20,
图解数据结构:使用PYTHON 吴灿铭 编程语言 清华大学出版社 9787302495321 全新正,95.40,
正版 Python深度学习 基于TensorFlow Python和TensorFlow的基石Num,81.90,
正版现货 Python科学计算佳实践 SciPy指南 Python算法库和数学工具包SciPy n,69.70,
Python数据分析 (印尼)伊德里斯(Ivan Idris) 著；韩波 译 数据库科技 人民邮,56.10,
正版现货 Python编程无师自通程序员的养成 宋秉金Python3网络爬虫项目编程python,54.30,
Keras快速上手：基于Python的深度学习实战 9787121318726,51.40,
PYTHON经典实例,112.59,
Python机器学习 第2版(影印版),85.02,
"Python核心编程（第3版,英文版）",76.20,
Python数据科学指南,61.60,
PYTHON金融数据分析,57.27,
疯狂PYTHON讲义李刚,100.30,
Python科学计算(2版)张若愚 著,101.48,
Python 3爬虫 数据清洗与可视化实战,39.80,
集成电路静态时序分析与建模+Python编程快速上手 让繁琐工作自动化,107.00,
机械工业：Python学习手册（原书第5版）,170.82,
人邮官方   Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,29.85,
正版 自学Python——编程基础、科学计算及数据分析李金Python初学者自学Pyth,66.60,
正版 11招玩转网络安全 用python更安全 胡松涛 Python网络教科书籍pyth,58.80,
正版 Python3.6编程实践指南 计算机科学入门 原书第3版 保罗 格里斯 计算机科,58.80,
正版 Python趣味编程入门 迈克 桑德斯 Python编程入门书籍计算机趣味编程书籍,42.70,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
Python金融衍生品大数据分析（德）Yves Hilpisch（伊夫·希尔皮斯科）,84.15,
Python3面向对象编程(2版),84.15,
零起点Python大数据与量化交易何海群 著,84.15,
Python网络爬虫实战(第2版)胡松涛,67.94,
Python机器学习实践指南,57.96,
PYTHON编程无师自通 专业程序员的养成,49.56,
Python数据科学入门,41.16,
Python爬虫开发与项目实战  9787111563877 机械工业出版社,57.67,
【正版】 基于Python的Google App Engine编程 97875198068,57.20,
【正版】Python自然语言处理 9787111606703 印度] 雅兰·萨纳卡(Jal,47.40,
Python文本分析 [印度] 迪潘简·撒卡尔 机械工业出版社,64.40,
Python机器学习,62.40,
Python程序设计,62.40,
21天学通Python（第2版）,40.60,
【闪电发货】PYTHON3网络爬虫开发实战  崔庆才 编程语言正版书籍文学散文经管励志图书,77.73,
Python机器学习入门英文版影印版安德烈亚斯·穆勒东南大学出版9787564169060,71.50,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
PYTHON自然语言处理(影印版)(印)贾拉·撒拉基(Jalaj Thanaki),85.86,
【闪电发货】Python可以这样学  董付国 著 编程语言正版书籍文学散文经管励志图书小说,55.85,
【套装2本】 Python编程从入门到实践 Java编程思想第4版 Python程序设计 pytho,219.10,
【套装3本】Python3网络爬虫开发实战 用Python写网络爬虫 第2版 精通Python爬虫框,207.20,
Python编程快速上手+Java编程思想（第4版）全2册 网络爬虫书籍计算机 视频编程从入门到精通,190.70,
